libid	batch	phylum	countgroup	taxon	taxid	sample_number	locality_number	sample_provider	n_specimens	reads_avg_seq	reads_max_seq	reads_median_seq	reads_min_seq	reads_N_50	reads_total_n	reads_total_seq	perc_reads_human	bag	n_contigs	largest_contig	total_length	GC_perc	N50	N75	L50	L75	busco_lineage	busco_perc_C	busco_perc_S	busco_perc_D	busco_perc_F	busco_perc_M	busco_set_size	mode_cov_dist	mapped_bases	genome_size_est	co1_length	co1_Superkingdom	co1_Kingdom	co1_Phylum	co1_Class	co1_Order	co1_Genus	co1_Species	lineage
a3_5	b11	Arthropoda	Tardigrada	Paramacrobiotus richtersi (Murray, 1911)	697321	Gr-Tar-00822		Görlitz		146.12	150	150	50	150	81780470	11950162324	0.24	bag1	1970	158094	9515293	43.84	10268	5132	262	588	metazoa_odb10	2.8	2.6	0.2	0.9	96.3	954												Paramacrobiotus richtersi group;Paramacrobiotus;Macrobiotidae;Macrobiotoidea;Parachela;Eutardigrada;Tardigrada;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a27	b10	Arthropoda	Gamasina	Parasitus crassipes (sp. 2)	708403	Gr-Gam-00751		Görlitz		139.88	150	150	50	150	73166689	10234506596	0.93	bag2	176005	20026	181298462	42.4	1096	736	49668	100104	arthropoda_odb10	23	22.7	0.3	33.7	43.3	1013	4	7657708917	1914427229	673	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAF9099	Parasitinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a3_5	b11	Arthropoda	Tardigrada	Paramacrobiotus richtersi (Murray, 1911)	697321	Gr-Tar-00822		Görlitz		146.12	150	150	50	150	81780470	11950162324	0.24	bag3	165543	158094	377490725	45.05	4534	1673	19772	54692	metazoa_odb10	58.8	41.1	17.7	13.4	27.8	954												Paramacrobiotus richtersi group;Paramacrobiotus;Macrobiotidae;Macrobiotoidea;Parachela;Eutardigrada;Tardigrada;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a3_8	b11	Arthropoda	Collembola	Sphaeridia pumilis	212016	Gr-Col-00832		Clément Schneider	5	147	150	150	50	150	88378376	12991343970	0.31	bag1	9304	205313	113966543	41.93	23346	12390	1427	3098	arthropoda_odb10	89.7	35.8	53.9	2.8	7.5	1013												Sphaeridia;Sminthuridae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a28	b10	Arthropoda	Gamasina	Epicriopsis sp. 3		Gr-Gam-00752		Görlitz		148.08	150	150	50	150	73931351	10948056706	2.35	bag2	9515	15201	6672654	50.19	654	556	3556	6341	arthropoda_odb10	0.1	0.1	0	0.6	99.3	1013	8	1146017084	143252135.5	669	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Melicharidae-undef	Hypomicrogaster sp. OVRGDHJ13	
a3_8	b11	Arthropoda	Collembola	Sphaeridia pumilis	212016	Gr-Col-00832		Clément Schneider	5	147	150	150	50	150	88378376	12991343970	0.31	bag3	51648	610663	251285558	43.79	12694	4643	4676	12898	arthropoda_odb10	95	28.4	66.6	2.1	2.9	1013	53	12733213497	240249311.3									Sphaeridia;Sminthuridae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a3_9	b11	Nematoda	Nematoda	Panagrolaimus detritophagus Fuchs, 1930	310956	Gr-Nem-00824		Görlitz		146.21	150	150	50	150	76904200	11244155305	0.02	bag1	11803	93760	36449224	29.08	5010	2454	1938	4535	nematoda_odb10	46.7	44.7	2	5.7	47.6	3131												Panagrolaimus;Panagrolaimidae;Panagrolaimoidea;Panagrolaimomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a29	b10	Arthropoda	Gamasina	Pergamasus sp. 4	99228	Gr-Gam-00753		Görlitz		144.65	150	150	50	150	71838134	10391618631	0.61	bag2	297942	25946	342693236	41.53	1290	828	79175	162666	arthropoda_odb10	28.8	28.4	0.4	28.8	42.4	1013	4	8593628259	2148407065	682	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAL8123	Pergamasinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a3_9	b11	Nematoda	Nematoda	Panagrolaimus detritophagus Fuchs, 1930	310956	Gr-Nem-00824		Görlitz		146.21	150	150	50	150	76904200	11244155305	0.02	bag3	154331	2054474	343865896	47.71	4350	1491	13148	48599	nematoda_odb10	53.6	49.5	4.1	6.3	40.1	3131	2	10979230861	5489615431									Panagrolaimus;Panagrolaimidae;Panagrolaimoidea;Panagrolaimomorpha;Tylenchina;Rhabditida;Chromadorea;Nematoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a1	b10	Arthropoda	Oribatida	Adoristes ovatus	708363	Gr-Ori-00725		Görlitz		147.17	150	150	50	150	69781981	10269697808	3.05	bag3	99614	460512	169718751	35.27	2353	1221	19286	44530	arthropoda_odb10	79.4	78.8	0.6	8.7	11.9	1013	8	9275851251	1159481406	663	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Eupterotegaeus	Eupterotegaeus sp. BOLD:AAM3656	Adoristes;Liacaridae;Gustavioidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a10	b10	Arthropoda	Oribatida	Edwardzetes edwardsi	2202872	Gr-Ori-00734		Görlitz		147.47	150	150	50	150	83751447	12350736814	0.72	bag1	6010	95279	44584622	33.89	12278	6537	1060	2305	arthropoda_odb10	76.4	75.5	0.9	3.3	20.3	1013	66	4228256248	64064488.61	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatellidae-undef	Oribatellidae sp. BOLD:ADG3275	Edwardzetes;Ceratozetidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a30	b10	Arthropoda	Gamasina	Pergamasus sp. 5	99228	Gr-Gam-00754		Görlitz		143.59	150	150	50	150	66323650	9523553926	0.21	bag2	296416	32602	415256080	41.5	1690	1024	72350	151889	arthropoda_odb10	41.2	40.6	0.6	27.4	31.4	1013	4	8471343387	2117835847	682	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Parasitidae-undef	Parasitidae sp. BOLD:AAL8123	Pergamasinae;Parasitidae;Parasitoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a10	b10	Arthropoda	Oribatida	Edwardzetes edwardsi	2202872	Gr-Ori-00734		Görlitz		147.47	150	150	50	150	83751447	12350736814	0.72	bag3	117922	577812	240343319	50.35	4024	1326	11263	38774	arthropoda_odb10	89.6	88.2	1.4	3.6	6.8	1013	4	11446775996	2861693999	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Oribatellidae-undef	Oribatellidae sp. BOLD:ADG3275	Edwardzetes;Ceratozetidae;Ceratozetoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a100	b10	Arthropoda	Collembola	Sminthurinus signatus	2584529			Görlitz		148.14	150	150	50	150	82693560	12250525956	0.11	bag1	7243	196132	119696471	31.86	32163	16320	1103	2401	arthropoda_odb10	81.8	80.8	1	3.3	14.9	1013	18	2990906578	166161476.6	686	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Sminthurinus	Sminthurinus elegans	Sminthurinus;Katiannidae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a31	b10	Arthropoda	Gamasina	Geholaspis longispinosus (sp. 6 Gaeolaelaps)		Gr-Gam-00755		Görlitz		146.14	150	150	50	150	89436527	13070340411	0.61	bag2	18169	33409	13600038	44.38	701	567	6288	11747	arthropoda_odb10	0	0	0	0.7	99.3	1013	0	5120157278	inf	648	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Macrochelidae-undef	Ixodes hirsti	
a100	b10	Arthropoda	Collembola	Sminthurinus signatus	2584529			Görlitz		148.14	150	150	50	150	82693560	12250525956	0.11	bag3	87282	349085	363243618	37.71	13266	3727	5836	19210	arthropoda_odb10	90	87.7	2.3	3.9	6.1	1013	2	11986198152	5993099076	686	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Sminthurinus	Sminthurinus elegans	Sminthurinus;Katiannidae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a101	b10	Arthropoda	Collembola	Spatulosminthurus flaviceps				Görlitz		148.01	150	150	50	150	75173715	11126639620	0.1	bag1	10656	321936	123393974	36.39	26919	11818	1199	2945	arthropoda_odb10	79.7	78.8	0.9	4.3	16	1013	31	5634829445	181768691.8	678	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Bourletiella	Bourletiella sp. BOLD:ACO4150	
a32	b10	Arthropoda	Gamasina	Epicrius sp. 1	296810	Gr-Gam-00756		Görlitz		145.66	150	150	50	150	91203099	13284205652	0.49	bag2	134700	22815	136896357	37.59	1061	709	36796	76415	arthropoda_odb10	10.7	10.6	0.1	22.1	67.2	1013	6	8953284130	1492214022	685	Eukaryota	Metazoa	Arthropoda	Arachnida	Trombidiformes	Penthaleidae-undef	Penthaleidae sp. BOLD:ADF4943	Epicriidae;Epicrioidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a101	b10	Arthropoda	Collembola	Spatulosminthurus flaviceps				Görlitz		148.01	150	150	50	150	75173715	11126639620	0.1	bag3	89542	321936	338177008	36.24	9422	3314	7383	22862	arthropoda_odb10	89.5	88.4	1.1	5.1	5.4	1013	29	10972147431	378349911.4	678	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Bourletiella	Bourletiella sp. BOLD:ACO4150	
a102	b10	Arthropoda	Collembola	Bourletiella hortensis	574228			Görlitz		148.22	150	150	50	150	69911841	10362496725	0.12	bag1	11827	106713	57082380	41.02	7820	4128	1966	4485	arthropoda_odb10	72.5	71.3	1.2	6.6	20.9	1013	43	3455125927	80351765.74	618	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Bourletiella	Bourletiellidae sp. BIOUG13864-E11	Bourletiella;Bourletiellidae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a34	b10	Arthropoda	Gamasina	Rhodacarus sp.	704088	Gr-Gam-00758		Görlitz		148.3	150	150	50	150	72434891	10741819607	2.36	bag2	1463	4321	1089134	54.12	703	564	508	947	arthropoda_odb10	0	0	0	0	100	1013	15	306475494	20431699.6									Rhodacaridae;Rhodacaroidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a102	b10	Arthropoda	Collembola	Bourletiella hortensis	574228			Görlitz		148.22	150	150	50	150	69911841	10362496725	0.12	bag3	111730	106713	248959787	38.39	3788	1649	16215	41426	arthropoda_odb10	83.3	80.9	2.4	7.5	9.2	1013	20	10245397059	512269853	618	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Bourletiella	Bourletiellidae sp. BIOUG13864-E11	Bourletiella;Bourletiellidae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a103	b10	Arthropoda	Collembola	Folsomia candida	158441			Görlitz		147.67	150	150	50	150	72930301	10769511446	0.07	bag1	15484	356159	190587436	37.53	26489	11986	1847	4545	arthropoda_odb10	94.5	93.5	1	2.6	2.9	1013	44	10185297740	231484039.5	682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia quadrioculata	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a35	b10	Arthropoda	Gamasina	Phyotseiulus persimilis	44414	Gr-Gam-00759		Görlitz		146.84	150	150	50	150	76305828	11204806004	0.25	bag2	43147	51948	168077062	51.72	6675	3585	7615	16181	arthropoda_odb10	78.1	77	1.1	10.2	11.7	1013	31	8167881075	263480034.7	687	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Phytoseiulus	Phytoseiulus persimilis	Phytoseiulus;Amblyseiinae;Phytoseiidae;Phytoseioidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a103	b10	Arthropoda	Collembola	Folsomia candida	158441			Görlitz		147.67	150	150	50	150	72930301	10769511446	0.07	bag3	25489	356159	207512777	38.11	23396	9795	2181	5638	arthropoda_odb10	94.8	93.8	1	2.4	2.8	1013	1	10641225597	10641225597	682	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Folsomia	Folsomia quadrioculata	Folsomia;Proisotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a104	b10	Arthropoda	Collembola	Sminthurides aquaticus	281415			Görlitz		147	150	150	50	150	79715446	11718190346	0.12	bag1	2746	452997	112893838	40.22	89209	45409	372	809	arthropoda_odb10	81.2	80.2	1	1.5	17.3	1013	56	8154620592	145618224.9	666	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Homidia	Homidia socia	Sminthurides;Sminthurididae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a36	b10	Arthropoda	Gamasina	Hypoaspis	99220	Gr-Gam-00760		Görlitz		147.5	150	150	50	150	67155728	9905218540	0.19	bag2	56017	125886	408644983	45.9	13560	6756	8211	18904	arthropoda_odb10	82.8	81.9	0.9	5.7	11.5	1013	10	6090140634	609014063.4	656	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Stratiolaelaps	Stratiolaelaps scimitus	Laelapidae;Dermanyssoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a104	b10	Arthropoda	Collembola	Sminthurides aquaticus	281415			Görlitz		147	150	150	50	150	79715446	11718190346	0.12	bag3	54877	476325	213835130	45.58	46318	4433	1006	4628	arthropoda_odb10	94.9	93.6	1.3	1.8	3.3	1013	2	11311790766	5655895383	666	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Homidia	Homidia socia	Sminthurides;Sminthurididae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a105	b10	Arthropoda	Collembola	Isotoma anglicana	247611			Görlitz		146.99	150	150	50	150	69330671	10190754340	0.33	bag1	18684	136347	58375245	35.03	4652	2536	3558	7803	arthropoda_odb10	64.7	63.9	0.8	13.3	22	1013	40	3896129816	97403245.4	679	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotoma	Isotoma anglicana	Isotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a37	b10	Arthropoda	Gamasina	Macrocheles robustulus	406085	Gr-Gam-00761		Görlitz		146.65	150	150	50	150	98337822	14420949641	0.73	bag2	41174	298060	385494034	40.87	20160	9476	5117	12071	arthropoda_odb10	85.9	85.1	0.8	4.3	9.8	1013	24	13453598336	560566597.3	668	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Macrocheles	Macrocheles scutatiformis	Macrocheles;Macrochelidae;Eviphidoidea;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a105	b10	Arthropoda	Collembola	Isotoma anglicana	247611			Görlitz		146.99	150	150	50	150	69330671	10190754340	0.33	bag3	146204	136347	239050810	33.29	2273	1128	26760	64565	arthropoda_odb10	70.8	69.9	0.9	17.3	11.9	1013	0	10011158103	inf	679	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotoma	Isotoma anglicana	Isotoma;Isotominae;Isotomidae;Isotomoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a106	b10	Arthropoda	Collembola	Orthonychiurus folsomi	2581074			Görlitz		145.71	150	150	50	150	65157490	9493913756	0.28	bag1	9208	212635	64060438	39.47	12033	6379	1541	3374	arthropoda_odb10	76.7	76.1	0.6	6	17.3	1013	39	4512376742	115701967.7	572	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Protaphorura	Protaphorura janosik	Orthonychiurus;Onychiurinae;Onychiuridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a38	b10	Arthropoda	Gamasina	Zercon sp. 1	118551	Gr-Gam-00762		Görlitz		146.94	150	150	50	150	74369553	10927528660	0.49	bag2	324438	28592	407094028	38.49	1435	933	88072	176556	arthropoda_odb10	21.1	20.7	0.4	26.9	52	1013	8	9351342676	1168917835	681	Eukaryota	Metazoa	Arthropoda	Arachnida	Mesostigmata	Zerconidae-undef	Zerconidae sp. BOLD:AAL8123	Zerconidae;Gamasina;Monogynaspida;Mesostigmata;Parasitiformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a106	b10	Arthropoda	Collembola	Orthonychiurus folsomi	2581074			Görlitz		145.71	150	150	50	150	65157490	9493913756	0.28	bag3	59144	577852	167643271	41.88	5856	2284	6554	18150	arthropoda_odb10	87.3	86	1.3	6.1	6.6	1013	0	9133518134	inf	572	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Protaphorura	Protaphorura janosik	Orthonychiurus;Onychiurinae;Onychiuridae;Poduroidea;Poduromorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a107	b10	Arthropoda	Collembola	Arrhopalites principalis (grp)	187608			Görlitz		145.03	150	150	50	150	66891682	9701138841	0.9	bag1	4927	310405	123440796	33.29	46203	23669	781	1713	arthropoda_odb10	86.1	84.9	1.2	2.3	11.6	1013	41	6226297354	151860911.1	690	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Arrhopalitidae-undef	Symphypleona sp. BOLD:ACB2244	Arrhopalitidae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_1	b9	Arthropoda	Isopoda	Philoscia muscorum	115148	Gr-Myr-00677		Görlitz		145.59	150	150	50	150	67014669	9756475658	2.87	bag2	314164	18132	261362421	33.13	828	622	104239	196166	arthropoda_odb10	0.3	0.3	0	0.5	99.2	1013				680	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Philoscia	Philoscia muscorum	Philoscia;Philosciidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a107	b10	Arthropoda	Collembola	Arrhopalites principalis (grp)	187608			Görlitz		145.03	150	150	50	150	66891682	9701138841	0.9	bag3	25730	520229	199165330	36.07	33181	12764	1527	3941	arthropoda_odb10	93.4	91.6	1.8	2.4	4.2	1013	40	9345039656	233625991.4	690	Eukaryota	Metazoa	Arthropoda	Collembola	Symphypleona	Arrhopalitidae-undef	Symphypleona sp. BOLD:ACB2244	Arrhopalitidae;Symphypleona;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a108	b10	Arthropoda	Collembola	Entomobrya Typ multifasciata	247613			Görlitz		145.65	150	150	50	150	69442332	10114483953	0.21	bag1	13667	143988	167571023	34.97	22425	11761	2192	4785	arthropoda_odb10	87.6	86.3	1.3	3.7	8.7	1013	21	5452648656	259649936	556	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Entomobrya	Entomobrya multifasciata	Entomobrya;Entomobryinae;Entomobryidae;Entomobryoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_3	b9	Arthropoda	Isopoda	Trachelipus rathkii	1720764	Gr-Myr-00679		Görlitz		145.74	150	150	50	150	69570887	10139298036	3.33	bag2	235561	26374	196456909	34.02	836	625	78438	147040	arthropoda_odb10	0.6	0.5	0.1	0.5	98.9	1013				682	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Porcellio	Porcellio scaber	Trachelipus;Trachelipodidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a108	b10	Arthropoda	Collembola	Entomobrya Typ multifasciata	247613			Görlitz		145.65	150	150	50	150	69442332	10114483953	0.21	bag3	95887	152736	387055809	38.87	11501	3883	8154	22681	arthropoda_odb10	93.4	91.6	1.8	3.2	3.4	1013	2	9652905344	4826452672	556	Eukaryota	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Entomobrya	Entomobrya multifasciata	Entomobrya;Entomobryinae;Entomobryidae;Entomobryoidea;Entomobryomorpha;Collembola;Hexapoda;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a11	b10	Arthropoda	Oribatida	Eueremaeus cf. valkanovi	1401269	Gr-Ori-00735		Görlitz		146.92	150	150	50	150	67216955	9875846294	0.69	bag1	6626	126737	72498074	33.57	18357	10078	1163	2499	arthropoda_odb10	75.2	74.4	0.8	2.7	22.1	1013	41	5602148219	136637761.4	678	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAB5674	Eueremaeus;Eremaeidae;Eremaeoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a_6	b9	Arthropoda	Isopoda	Oniscus asellus	96861	Gr-Myr-00682		Görlitz		145.71	150	150	50	150	71852925	10469402486	2.07	bag2	159982	22732	127647931	34.94	763	593	53061	101025	arthropoda_odb10	0.3	0.2	0.1	0.1	99.6	1013				671	Eukaryota	Metazoa	Arthropoda	Malacostraca	Isopoda	Paracerceis	Paracerceis caudata	Oniscus;Oniscidae;Crinocheta;Oniscidea;Isopoda;Peracarida;Eumalacostraca;Malacostraca;Multicrustacea;Crustacea;Pancrustacea;Mandibulata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
a11	b10	Arthropoda	Oribatida	Eueremaeus cf. valkanovi	1401269	Gr-Ori-00735		Görlitz		146.92	150	150	50	150	67216955	9875846294	0.69	bag3	47619	423267	176881223	35.55	9769	3236	4178	12185	arthropoda_odb10	91.2	90.3	0.9	3.5	5.3	1013	4	9371762303	2342940576	678	Eukaryota	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Eueremaeus	Eueremaeus sp. BOLD:AAB5674	Eueremaeus;Eremaeidae;Eremaeoidea;Brachypylina;Oribatida;Sarcoptiformes;Acariformes;Acari;Arachnida;Chelicerata;Arthropoda;Panarthropoda;Ecdysozoa;Protostomia;Bilateria;Eumetazoa;Metazoa;Opisthokonta;Eukaryota;cellular organisms;
